Body ID,articleBody
3133,Malala Yousafzai  ( Malālah Yūsafzay :  [ ; ملاله یوسفزۍ  [ məˈlaːlə jusəf ˈzəj ]  born 12 July 1997 )  is a Pakistani activist for female education and the youngest-ever Nobel Prize laureate .
3134,"Since the band 's formation in 1989 , its line-up remained unchanged until the firing of Weiland in 2013 , who was replaced by Linkin Park vocalist Chester Bennington ."
3135,"Legion is an American cable television series created for FX by Noah Hawley , based on the Marvel Comics character David Haller / Legion ."
3136,Their subsequent releases have pioneered alternative release platforms such as pay-what-you-want and BitTorrent .
3137,"It premiered on July 24 , 2007 , on FX , and aired for three seasons before moving to the DirecTV channel Audience Network in 2010 , airing for two further seasons and concluding in 2012 ."
3138,"Risk factors for reactivation include old age , poor immune function , and having had chickenpox before 18 months of age ."
3139,"A newspaper is a serial publication containing news about current events , other informative articles about politics , sports , arts , and so on , and advertising ."
3140,"In the early 1980s she moved toward a new wave style that drew on reggae , funk , post-punk , and pop music , frequently collaborating with both the graphic designer Jean-Paul Goude and the musical duo Sly & Robbie ."
3141,"Characterized by his nasal , sometimes baritone singing , Love has been one of the band 's vocalists and lyricists for most of their career , contributing to each of their studio albums ."
3142,"The film grossed a total of $ 402.1 million in the US and Canada and $ 434.2 million in other territories , for a total of $ 836.3 million worldwide ."
3143,"Two years later , he left the music industry , retired from public life and strictly guarded his own privacy until his death in 2006 ."
3144,Modern American liberalism is the dominant version of liberalism in the United States .
3145,"The history of art is the history of any activity or product made by humans in a visual form for aesthetical or communicative purposes , expressing ideas , emotions or , in general , a worldview ."
3146,Canada is a developed country and has the tenth highest nominal per capita income globally as well as the ninth highest ranking in the Human Development Index .
3147,"Colin Edward Quinn  ( born June 6 , 1959 )  is an American stand-up comedian , actor , and writer ."
3148,"In later times , Athena was syncretized with the Roman goddess Minerva ."
3149,"Joseph Michael `` Joey '' Graceffa  (  [ grəˈsɛfə ]  born May 16 , 1991 )  is an American YouTube personality , actor , author , producer , and singer ."
3150,"The film stars Jonah Hill , Miles Teller , Ana de Armas and Bradley Cooper , who also co-produced ."
3151,"He directs , produces and appears in graphic , short , horror films for his Internet venture The Blood Factory ."
3152,"Gwen Renée Stefani  (  [ gwɛn ˈstəˈfɑːni ]  born October 3 , 1969 )  is an American singer , songwriter , fashion designer , actress , and television personality ."
3153,"In the 2000s , Cruise starred in a number of successful films , including the science fiction thrillers Vanilla Sky  ( 2001 )  and Minority Report  ( 2002 )  , the epic war film The Last Samurai  ( 2003 )  , the crime film Collateral  ( 2004 )  , the science fiction disaster thriller War of the Worlds  ( 2005 )  , and the historical thriller Valkyrie  ( 2008 )  ."
3154,"De Profundis  ( Latin : `` from the depths '' )  is a letter written by Oscar Wilde during his imprisonment in Reading Gaol , to `` Bosie ''  ( Lord Alfred Douglas )  ."
3155,"Grace Jones  ( born 19 May 1948 )  is a Jamaican born singer , songwriter , lyricist , supermodel , record producer , and actress ."
3156,"The series premiered on September 23 , 2009 , and the eighth season premiered on September 21 , 2016 ."
3157,"Marlon Brando , Jr.  ( April 3 , 1924 -- July 1 , 2004 )  was an American actor , film director and political activist ."
3158,Nerruku Ner  ( Face to Face )  is a 1997 Tamil dramatic thriller film written and directed by Vasanth and produced by Mani Ratnam .
3159,"He is a wealthy , materialistic Wall Street investment banker who leads a double life as a serial killer ."
3160,Their subsequent releases have pioneered alternative release platforms such as pay-what-you-want and BitTorrent .
3161,"He appeared in several major film roles in the 1990s following Sling Blade , including Oliver Stone 's neo-noir U Turn  ( 1997 )  , political drama Primary Colors  ( 1998 )  , science fiction disaster film Armageddon  ( 1998 )  , which was the highest-grossing film of that year , and the crime drama A Simple Plan  ( 1998 )  , which earned him his third Academy Awards nomination ."
3162,"He is the son of former Chechen President Akhmad Kadyrov , who was assassinated in May 2004 ."
3163,She portrayed Annie Edison in the NBC/Yahoo !
3164,"The film was directed by Matthew Vaughn , who produced with Brad Pitt and co-wrote the screenplay with Jane Goldman ."
3165,"Thomas Baptiste Morello  ( born May 30 , 1964 )  is an American musician , singer , songwriter , actor and political activist ."
3166,"Widely considered to be one of the greatest boxers of all time , undefeated as a professional , and a five-division world champion , Mayweather won fifteen world titles and the lineal championship in four different weight classes  ( twice at welterweight )  ."
3167,"Li Lianjie  ( born 26 April 1963 )  , better known by his stage name Jet Li , is a Chinese film actor , film producer , martial artist , and retired Wushu champion who was born in Beijing ."
3168,"Robert Rihmeek Williams  ( born May 6 , 1987 )  , better known by his stage name Meek Mill , is an American hip hop recording artist ."
3169,"Ellen Lee DeGeneres  (  [ dᵻˈdʒɛnərᵻs ]  born January 26 , 1958 )  is an American comedian , television host , actress , writer , and producer ."
3170,"Coca is any of the four cultivated plants in the family Erythroxylaceae , native to western South America ."
3171,"Desperate Housewives is an American television comedy-drama and mystery series created by Marc Cherry , and produced by ABC Studios and Cherry Productions ."
3172,"Through his young adult years , Barbera lived , attended college , and began his career in New York City ."
3173,The Simpsons is an American animated sitcom created by Matt Groening for the Fox Broadcasting Company .
3174,"She gained prominence as a contestant on the twenty-first cycle of the U.S. television series America 's Next Top Model , and is known for having a prominent form of the skin condition vitiligo ."
3175,Pink Floyd were an English rock band formed in London .
3176,"Aishwarya Rai  ( born 1 November 1973 )  , also known by her married name Aishwarya Rai Bachchan , is an Indian actress , model and the winner of the Miss World 1994 pageant ."
3177,"Brando was included in a list of Top Ten Money Making Stars three times in the 1950s , coming in at number 10 in 1954 , number 6 in 1955 , and number 4 in 1958 ."
3178,It has the longest rotation period  ( 243 days )  of any planet in the Solar System and rotates in the opposite direction to most other planets .
3179,"Roger Keith `` Syd '' Barrett  ( 6 January 1946 -- 7 July 2006 )  was a British musician , composer , singer-songwriter , and painter ."
3180,"He is best known for writing the screenplay for the 2012 film Argo , for which he won the Academy Award for Best Adapted Screenplay ."
3181,"Past hosts include Song Hye-kyo , Rain , Ji Sung , Song Joong-ki , Uee , Yoon Bo-ra , Park Seo-joon , Irene , and Park Bo-gum ."
3182,The Dark Half is a 1993 American horror film adaptation of the Stephen King novel of the same name .
3183,"Antwan André Patton  ( born February 1 , 1975 )  , better known by his stage name Big Boi , is an American rapper , songwriter , actor and record producer , best known for being a member of American hip hop duo Outkast alongside André 3000 ."
3184,"She is best recognized for her role as Lorelai Gilmore on the television series Gilmore Girls  ( 2000 -- 07 )  , for which she received two Screen Actors Guild Award nominations , one Golden Globe nomination , and five Satellite Award nominations ."
3185,"The Carolina Panthers are a professional American football team based in Charlotte , North Carolina ."
3186,"Rabat  ( الرِّبَاط , ; Eṛṛbaṭ , ⴻⵕⵕⴱⴰⵟ )  is the capital city of Morocco and its second largest city with an urban population of approximately 580,000  ( 2014 )  and a metropolitan population of over 1.2 million ."
3187,"Jennifer Jason Leigh  ( born Jennifer Leigh Morrow on February 5 , 1962 )  is an American actress ."
3188,"Garner married Ben Affleck in 2005 , with whom she has three children ; they separated in 2015 and filed for divorce in April 2017 ."
3189,"Ruth Negga  (  [ ˈneɪgə ]  born 7 January 1982 )  is an Ethiopian born Irish actress , who has appeared in the films Capital Letters  ( 2004 )   ( also released as Trafficked in some countries )  , Isolation  ( 2005 )  , Breakfast on Pluto  ( 2005 )  and Warcraft  ( 2016 )  ."
3190,He emerged as the paramount leader of the Indian independence movement under the tutelage of Mahatma Gandhi and ruled India from its establishment as an independent nation in 1947 until his death in 1964 .
3191,"The film was animated by the French animation studio Mac Guff , which was later acquired by Illumination Entertainment ."
3192,"However , it was a commercial success in Europe , reaching the top ten in numerous countries including Austria , Belgium , France , Italy , Spain and Switzerland and the United Kingdom ."
3193,"Onika Tanya Maraj  ( born December 8 , 1982 )  , known professionally as Nicki Minaj  (  [ langpronnɪkɪ mɪ ` nɑːdʒ ]  )  , is a Trinidadian-born American rapper , singer , songwriter and model ."
3194,"It is located on the southeast coast of the Persian Gulf and is the capital of the Emirate of Dubai , one of the seven emirates that make up the country ."
3195,`` Nice & Slow '' is a 1998 single from Usher 's second album My Way .
